match id,team1,team2,outcome,winner,by,win amount,player of match,toss winner,toss decision,match type,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_names,team1_roster_ids,team2_id,team2_roster_names,team2_roster_ids,ingestion_timestamp
9085229,Ne,Bm Bs,normal,Bm Bs,wickets,6,AJ He,Ne,bat,T20,Cy Gd Nn,Northampton,2022-06-22,day/night match,Vy Bt,2022,1637,GD Lloyd,NGB Cook,211,6,120,213,4,116,8917,BJ Cn:CA Ln:SA Zb:JJ Cb:JS Nm:RI Kh:LD Ms:TI Tr:GG We:BW Sn:FJ Hh,6374878.0:2286472.0:4645304.0:2158869.0:2486896.0:2858904.0:3648203.0:3636821.0:164604.0:2082387.0:8040136.0,10366,PR Sg:RM Ys:SR Hn:AJ He:AL Ds:CG Bn:CR Be:JB Lt:CN Ms:DR Bs:OP Se,2124002.0:7681869.0:3890963.0:3681957.0:3612286.0:8044112.0:3200756.0:3245689.0:2855138.0:2170762.0:3200966.0,2023/02/24 19:32:11
9085236,Ex,Mx,normal,Ex,runs,21,,Mx,field,T20,Ls Ln,London,2022-06-23,day/night match,Vy Bt,2022,83,Chris Watts,NA Mallender,161,6,120,140,8,120,7258,AM Rn:FN Ki:MS Pr:DW Le:PI Wr:T Wy:DR Ss:SR Hr:AP Bd:BJ An:SJ Ck,3200973.0:6065548.0:5406064.0:4489974.0:6364588.0:1499868.0:5788320.0:3030733.0:6258734.0:7688848.0:5404440.0,8700,SS Ei:ME Hn:JB Cl:JA Sn:JB Ds:CJ Gn:MK An:LK Hn:TN Wa:JP Bf:TL Gd,4421689.0:4489722.0:7752989.0:150093.0:7671166.0:5509524.0:4489708.0:7672874.0:6341530.0:1907352.0:8072861.0,2023/02/24 19:32:11
9085271,Ne,De,normal,Ne,runs,94,,De,field,T20,Tt Be Nm,Nottingham,2022-06-23,day/night match,Vy Bt,2022,251,MJ Saggers,Tom Lungley,247,6,120,153,9,120,8987,JM Ce:AD Hs:BM Dt:SJ My:DT Cn:SR Pl:TJ Ms:SG Br:M Cr:LJ Fr:ZJ Cl,4003390.0:1749075.0:3651472.0:125915.0:34061.0:130437.0:5516720.0:7215284.0:4420828.0:2083157.0:6060844.0,6698,Sn Md:LM Re:H Kr:MH Mn:JL du Py:WL Mn:BD Gt:AL Hs:MJ Wt:S Cs:GS Sw,1637320.0:2433640.0:8146998.0:3991700.0:4170186.0:325814.0:6718788.0:2872225.0:4613580.0:7288490.0:6005866.0,2023/02/24 19:32:11
9085278,He,Ge,normal,He,runs,9,,Ge,field,T20,Cy Gd Bl,Bristol,2022-06-24,day/night match,Vy Bt,2022,1245,ID Blackwell,Rob White,178,7,120,169,7,120,7727,JM Ve:BR Mt:TJ Pt:JJ Wy:RA Wy:TE At:JK Fr:LA Dn:NT Es:CP Wd:BJ Wl,2076192.0:4223883.0:8271913.0:5241564.0:2020332.0:8822729.0:3162487.0:1482998.0:5788418.0:2173688.0:5652758.0,7608,MH Hd:CJ Dt:IA Cn:GD Ps:RF Hs:JR By:JR Tr:BC Hl:TJ Sh:DA Pe:Md Ar,3220566.0:2115896.0:2082499.0:5764576.0:4005406.0:5229230.0:2083227.0:1482249.0:1707628.0:2538983.0:2036649.0,2023/02/24 19:32:11
9085285,Sx,Kt,normal,Kt,wickets,6,,Kt,field,T20,St Le Gd Cy,Canterbury,2022-06-24,night match,Vy Bt,2022,342,Chris Watts,Mark Newell,158,8,120,159,4,118,9967,Md Rn:AH Or:HD Wd:TP Ap:DW Rs:RS Ba:GS Gn:Rd Kn:WT Br:HT Ce:ST Fn,2263736.0:8820496.0:6311612.0:4215098.0:4411231.0:74087.0:4504044.0:5554254.0:2083395.0:8006676.0:1471994.0,8056,JL Dy:TS Me:JM Cx:SW Bs:AJ Be:GF Le:JA Lg:G St:Qs Ad:Jn Sh:FJ Kn,87191.0:8822715.0:7787772.0:2083409.0:1707621.0:3373138.0:3620756.0:7687315.0:6399210.0:8299010.0:7732934.0,2023/02/24 19:32:11
9085299,Ne,Dm,normal,Ne,runs,2,,Dm,field,T20,Re Gd Ct,Chester-le-Street,2022-06-24,day/night match,Vy Bt,2022,7286,N Pratt,RT Robinson,98,9,72,96,5,68,8987,JM Ce:AD Hs:BM Dt:DT Cn:TJ Ms:SJ My:SG Br:LW Js:SR Pl:M Cr:LJ Fr,4003390.0:1749075.0:3651472.0:34061.0:5516720.0:125915.0:7215284.0:7328110.0:130437.0:4420828.0:2083157.0,6838,MA Js:G Ck:AJ Tr:L Ts:BA Re:BA Ce:EH Ey:OG Rn:P Cn:NA Sr:AJ Te,7651650.0:3293520.0:3501889.0:6402374.0:3218340.0:4174932.0:2100524.0:6257698.0:3622807.0:5231218.0:3216569.0,2023/02/24 19:32:11
9085306,St,Gn,normal,St,runs,16,,Gn,field,T20,Sa Gs Cf,Cardiff,2022-06-24,day/night match,Vy Bt,2022,4521,PK Baldwin,PR Pollard,75,6,45,59,5,43,9701,WF Sd:T Bn:RR Rw:L Gy:TB Al:TA Ly:BF Gn:C On:RE vn dr Me:JH Dy:PM Se,7694581.0:6139370.0:2231928.0:2535420.0:3239102.0:6320362.0:5288226.0:3252395.0:334963.0:2850868.0:55299.0,7573,DL Ld:SA Nt:CA Im:DA De:KS Cn:EJ Bm:AJ Hn:MG Nr:AG Sr:P Sa:MG Hn,2531913.0:1722048.0:319948.0:6196280.0:5164844.0:4174610.0:8035894.0:2633196.0:3212278.0:7664957.0:1929619.0,2023/02/24 19:32:11
9085313,Ex,Sy,normal,Ex,runs,43,,Sy,field,T20,Cy Gd Cd,Chelmsford,2022-06-24,night match,Vy Bt,2022,2239,GD Lloyd,James Middlebrook,198,7,120,155,9,120,7258,AM Rn:FN Ki:MS Pr:DW Le:PI Wr:DR Ss:SR Hr:AP Bd:AS Nr:T Wy:SJ Ck,3200973.0:6065548.0:5406064.0:4489974.0:6364588.0:5788320.0:3030733.0:6258734.0:4460154.0:1499868.0:5404440.0,9876,JJ Ry:WG Js:JL Sh:RJ Bs:LJ Es:SP Ne:CJ Jn:TE Ls:C Mr:D My:RW Ty,2089079.0:6282856.0:7672657.0:2791459.0:1798705.0:1613919.0:2022957.0:8853438.0:5652828.0:6646940.0:3231437.0,2023/02/24 19:32:11
9085320,Ye,Ne,normal,Ye,runs,62,,Ne,field,T20,Cy Gd Nn,Northampton,2022-06-24,day/night match,Vy Bt,2022,1637,MJ Saggers,Tom Lungley,190,7,120,128,10,102,10618,FH An:A Lh:T Ke:DJ Wy:HC Bk:Sb Kn:JA Tn:MJ We:ML Rs:GH Hl:DM Bs,6718326.0:1762060.0:3294444.0:2157770.0:6381962.0:6460614.0:5367676.0:5361166.0:8050160.0:7804677.0:4527942.0,8917,BJ Cn:CA Ln:JJ Cb:SA Zb:RI Kh:JS Nm:TI Tr:LD Ms:GG We:NL Bk:BW Sn,6374878.0:2286472.0:2158869.0:4645304.0:2858904.0:2486896.0:3636821.0:3648203.0:164604.0:2087700.0:2082387.0,2023/02/24 19:32:11
9085327,De,Le,normal,De,runs,5,,Le,field,T20,Cy Gd Dy,Derby,2022-06-24,night match,Vy Bt,2022,769,Hassan Adnan,NGB Cook,188,8,118,183,5,120,6698,Sn Md:LM Re:H Kr:WL Mn:JL du Py:BD Gt:MH Mn:AL Hs:AT Tn:MJ Wt:GS Sw,1637320.0:2433640.0:8146998.0:325814.0:4170186.0:6718788.0:3991700.0:2872225.0:4517246.0:4613580.0:6005866.0,8182,PD St:LP Ws:SJ Ct:DJ Vs:TH Dd:RP Js:DJ Lb:L Wd:TW Hy:RJ Gn:TE By,4685568.0:2450895.0:82228.0:1837205.0:6249256.0:4425224.0:4460070.0:4012203.0:8055417.0:3312350.0:3312364.0,2023/02/24 19:32:11
9085334,He,Ge,normal,He,runs,15,JK Fr,He,bat,T20,Te Re Bl Sn,Southampton,2022-07-01,night match,Vy Bt,2022,8301,GD Lloyd,M Burns,140,7,120,125,10,120,7727,BR Mt:JM Ve:TJ Pt:JJ Wy:RA Wy:JK Fr:LA Dn:NT Es:CP Wd:BJ Wl:MS Ce,4223883.0:2076192.0:8271913.0:5241564.0:2020332.0:3162487.0:1482998.0:5788418.0:2173688.0:5652758.0:4626236.0,7608,IA Cn:CJ Dt:MH Hd:GD Ps:JR By:RF Hs:JR Tr:BC Hl:TJ Sh:DA Pe:Md Ar,2082499.0:2115896.0:3220566.0:5764576.0:5229230.0:4005406.0:2083227.0:1482249.0:1707628.0:2538983.0:2036649.0,2023/02/24 19:32:11
9085348,Kt,Sy,normal,Sy,wickets,4,,Sy,field,T20,Kn Ol Ln,London,2022-07-01,day/night match,Vy Bt,2022,328,Chris Watts,NGB Cook,191,5,120,195,6,113,8056,JL Dy:TS Me:JM Cx:JA Lg:AJ Be:DI Ss:GF Le:G St:ME Ms:Qs Ad:FJ Kn,87191.0:8822715.0:7787772.0:3620756.0:1707621.0:142582.0:3373138.0:7687315.0:4473993.0:6399210.0:7732934.0,9876,JJ Ry:WG Js:SM Cn:LJ Es:AM He:J On:CJ Jn:JL Sh:SP Ne:D My:RW Ty,2089079.0:6282856.0:4640824.0:1798705.0:7869994.0:3573723.0:2022957.0:7672657.0:1613919.0:6646940.0:3231437.0,2023/02/24 19:32:11
9085355,Mx,St,normal,St,wickets,2,,St,field,T20,Ls Ln,London,2022-07-01,day/night match,Vy Bt,2022,83,James Middlebrook,MJ Saggers,160,6,120,161,8,120,8700,SS Ei:ME Hn:JB Cl:JA Sn:JB Ds:LK Hn:CJ Gn:MB Hs:TG Hm:TN Wa:JP Bf,4421689.0:4489722.0:7752989.0:150093.0:7671166.0:7672874.0:5509524.0:8333989.0:3590362.0:6341530.0:1907352.0,9701,WF Sd:T Bn:RR Rw:TB Al:TA Ly:L Gy:BF Gn:RE vn dr Me:C On:JH Dy:PM Se,7694581.0:6139370.0:2231928.0:3239102.0:6320362.0:2535420.0:5288226.0:334963.0:3252395.0:2850868.0:55299.0,2023/02/24 19:32:11
9085369,Ex,Sx,normal,Ex,runs,28,,Sx,field,T20,Cy Gd He,Brighton,2022-07-01,night match,Vy Bt,2022,797,Hassan Adnan,Rob White,197,8,120,169,8,120,7258,AM Rn:RJ Ds:MS Pr:DW Le:PI Wr:T Wy:DR Ss:SR Hr:AP Bd:BJ An:SJ Ck,3200973.0:8044490.0:5406064.0:4489974.0:6364588.0:1499868.0:5788320.0:3030733.0:6258734.0:7688848.0:5404440.0,9967,JR Pe:AH Or:HD Wd:RS Ba:TP Ap:DW Rs:GS Gn:Rd Kn:AD Lm:HT Ce:ST Fn,7869987.0:8820496.0:6311612.0:74087.0:4215098.0:4411231.0:4504044.0:5554254.0:8820517.0:8006676.0:1471994.0,2023/02/24 19:32:11
9085376,Dm,Ne,normal,Ne,wickets,4,,Dm,bat,T20,Tt Be Nm,Nottingham,2022-07-01,day/night match,Vy Bt,2022,251,DJ Millns,Tom Lungley,183,8,120,184,6,106,6838,G Ck:MA Js:OG Rn:AJ Tr:L Ts:P Cn:BA Ce:EH Ey:BA Re:AJ Te:NA Sr,3293520.0:7651650.0:6257698.0:3501889.0:6402374.0:3622807.0:4174932.0:2100524.0:3218340.0:3216569.0:5231218.0,8987,JM Ce:AD Hs:BM Dt:SJ My:LW Js:TJ Ms:SG Br:SR Pl:DT Cn:CG Hn:JT Bl,4003390.0:1749075.0:3651472.0:125915.0:7328110.0:5516720.0:7215284.0:130437.0:34061.0:6019306.0:2904943.0,2023/02/24 19:32:11
9085383,Le,Ne,normal,Le,runs,1,,Le,bat,T20,Ge Rd Lr,Leicester,2022-07-01,day/night match,Vy Bt,2022,1378,RK Illingworth,RJ Warren,214,6,120,213,7,120,8301,NR Wh:LJ Hl:AM Ly:CN An:PA Mr:BM Me:LJ Kr:RK Pl:Rn Ad:CF Pn:Nq,4873028.0:3218291.0:3643870.0:2658431.0:4887336.0:7651657.0:6081914.0:6003584.0:8845850.0:5528116.0:5554142.0,8917,BJ Cn:CA Ln:JJ Cb:JS Nm:SA Zb:RI Kh:LD Ms:TI Tr:GG We:FJ Hh:BW Sn,6374878.0:2286472.0:2158869.0:2486896.0:4645304.0:2858904.0:3648203.0:3636821.0:164604.0:8040136.0:2082387.0,2023/02/24 19:32:11
9085390,Ex,Gn,normal,Ex,runs,69,DW Le,Gn,field,T20,Cy Gd Cd,Chelmsford,2022-07-02,day/night match,Vy Bt,2022,2239,BJ Debenham,RJ Bailey,254,5,120,185,7,120,7258,AM Rn:RJ Ds:MS Pr:DW Le:PI Wr:DR Ss:SR Hr:T Wy:AP Bd:BJ An:SJ Ck,3200973.0:8044490.0:5406064.0:4489974.0:6364588.0:5788320.0:3030733.0:1499868.0:6258734.0:7688848.0:5404440.0,7573,TR Bn:SA Nt:CA Im:WT Rt:EJ Bm:CB Ce:DA De:AG Sr:P Sa:JP My:MG Hn,7734271.0:1722048.0:319948.0:2979857.0:4174610.0:2707431.0:6196280.0:3212278.0:7664957.0:5192830.0:1929619.0,2023/02/24 19:32:11
9085397,Mx,Ge,normal,Ge,wickets,5,,Mx,bat,T20,Cy Gd Bl,Bristol,2022-07-03,day match,Vy Bt,2022,1245,GD Lloyd,PK Baldwin,163,4,120,164,5,120,8700,SS Ei:ME Hn:JB Cl:JA Sn:JM De Cs:LK Hn:CJ Gn:MB Hs:TG Hm:TN Wa:JP Bf,4421689.0:4489722.0:7752989.0:150093.0:7806378.0:7672874.0:5509524.0:8333989.0:3590362.0:6341530.0:1907352.0,7608,GB St:CJ Dt:JR By:GD Ps:MH Hd:JR Tr:BC Hl:TJ Pe:TJ Sh:J Sw:PA vn Mn,3687879.0:2115896.0:5229230.0:5764576.0:3220566.0:2083227.0:1482249.0:6341796.0:1707628.0:3973528.0:2436776.0,2023/02/24 19:32:11
9085411,Bm Bs,Le,normal,Le,wickets,2,TW Hy,Bm Bs,bat,T20,Od Td Mr,Manchester,2022-07-03,day/night match,Vy Bt,2022,538,MJ Saggers,RJ Warren,168,8,120,169,8,120,10366,PR Sg:AL Ds:SR Hn:AJ He:CG Bn:DR My:CR Be:JB Lt:HH Bs:OP Se:DR Bs,2124002.0:3612286.0:3890963.0:3681957.0:8044112.0:8210789.0:3200756.0:3245689.0:7184666.0:3200966.0:2170762.0,8182,PD St:KK Js:SJ Ct:DJ Vs:TH Dd:LP Ws:DJ Lb:L Wd:TW Hy:RJ Gn:MW Pn,4685568.0:3085473.0:82228.0:1837205.0:6249256.0:2450895.0:4460070.0:4012203.0:8055417.0:3312350.0:4575878.0,2023/02/24 19:32:11
9085418,We,Ne,normal,Ne,wickets,5,,Ne,field,T20,Cy Gd Nw Rd Wr,Worcester,2022-07-03,day match,Vy Bt,2022,1525,Chris Watts,NA Mallender,159,8,120,165,5,117,10576,JD Ly:BL Da:C Mo:MM Ai:Kf Ai:EG Bd:GH Rk:DJ Bo:DY Pn:MT Sy:PR Bn,3703328.0:3298427.0:1626526.0:62432.0:7671313.0:4051396.0:3056815.0:360086.0:7661996.0:8018751.0:6240632.0,8987,JM Ce:AD Hs:SG Br:BM Dt:SJ My:LW Js:TJ Ms:SR Pl:JM En:JT Bl:CG Hn,4003390.0:1749075.0:7215284.0:3651472.0:125915.0:7328110.0:5516720.0:130437.0:7810977.0:2904943.0:6019306.0,2023/02/24 19:32:11
9085432,St,Sy,normal,St,runs,47,,Sy,field,T20,Te Cr As Cy Gd Tn,Taunton,2022-07-03,day/night match,Vy Bt,2022,1042,RK Illingworth,Tom Lungley,218,8,120,171,9,115,9701,WF Sd:T Bn:RR Rw:TB Al:TA Ly:L Gy:BF Gn:RE vn dr Me:C On:JH Dy:PM Se,7694581.0:6139370.0:2231928.0:3239102.0:6320362.0:2535420.0:5288226.0:334963.0:3252395.0:2850868.0:55299.0,9876,WG Js:JL Sh:TK Cn:LJ Es:CJ Jn:AM He:J On:CT Sl:D My:RW Ty:AP An,6282856.0:7672657.0:3851658.0:1798705.0:2022957.0:7869994.0:3573723.0:4433120.0:6646940.0:3231437.0:7276380.0,2023/02/24 19:32:11
9085439,Dm,De,normal,De,wickets,5,,De,field,T20,Cy Gd Dy,Derby,2022-07-03,day match,Vy Bt,2022,769,ID Blackwell,PJ Hartley,193,5,120,194,5,119,6838,MA Js:SG Bk:OG Rn:AJ Tr:JJ Bl:BA Ce:EH Ey:P Cn:BA Re:AJ Te:NA Sr,7651650.0:2173646.0:6257698.0:3501889.0:8298723.0:4174932.0:2100524.0:3622807.0:3218340.0:3216569.0:5231218.0,6698,Sn Md:LM Re:WL Mn:JL du Py:HR Ct:BD Gt:AL Hs:MH Mn:MJ Wt:BW An:GS Sw,1637320.0:2433640.0:325814.0:4170186.0:3901078.0:6718788.0:2872225.0:3991700.0:4613580.0:8056705.0:6005866.0,2023/02/24 19:32:11
9085446,Le,Ye,normal,Le,runs,60,,Ye,field,T20,Ge Rd Lr,Leicester,2022-07-03,day match,Vy Bt,2022,1378,NJ Llong,PR Pollard,211,7,120,151,9,120,8301,NR Wh:LJ Hl:AM Ly:CN An:PA Mr:BM Me:RK Pl:LJ Kr:Rn Ad:CF Pn:Nq,4873028.0:3218291.0:3643870.0:2658431.0:4887336.0:7651657.0:6003584.0:6081914.0:8845850.0:5528116.0:5554142.0,10618,FH An:A Lh:DJ Mn:T Ke:HC Bk:DJ Wy:Sb Kn:JA Tn:GH Hl:ML Rs:DM Bs,6718326.0:1762060.0:1655436.0:3294444.0:6381962.0:2157770.0:6460614.0:5367676.0:7804677.0:8050160.0:4527942.0,2023/02/24 19:32:11
9085453,Ye,Sy,normal,Ye,runs,1,T Ke,Sy,field,T20,Kn Ol Ln,London,2022-07-06,day/night match,Vy Bt,2022,328,RK Illingworth,RJ Warren,160,5,120,159,7,120,10618,FH An:A Lh:T Ke:DJ Wy:Sb Kn:WR Fe:JA Tn:JA Tl:GH Hl:ML Rs:DM Bs,6718326.0:1762060.0:3294444.0:2157770.0:6460614.0:6095508.0:5367676.0:3620742.0:7804677.0:8050160.0:4527942.0,9876,WG Js:RJ Bs:TK Cn:OJ Pe:LJ Es:AM He:J On:SP Ne:AP An:DJ Wl:D My,6282856.0:2791459.0:3851658.0:6210462.0:1798705.0:7869994.0:3573723.0:1613919.0:7276380.0:3901099.0:6646940.0,2023/02/24 19:32:11
9085460,He,Bm Bs,normal,He,runs,104,,He,bat,T20,En Bm,Birmingham,2022-07-07,day/night match,Vy Bt,2022,1161,GD Lloyd,Tom Lungley,186,6,120,82,10,83,7727,BR Mt:JM Ve:TJ Pt:JJ Wy:RA Wy:JK Fr:LA Dn:NT Es:CP Wd:MS Ce:BJ Wl,4223883.0:2076192.0:8271913.0:5241564.0:2020332.0:3162487.0:1482998.0:5788418.0:2173688.0:4626236.0:5652758.0,10366,PR Sg:AL Ds:SR Hn:AJ He:CG Bn:DR My:CR Be:JB Lt:OP Se:CN Ms:DR Bs,2124002.0:3612286.0:3890963.0:3681957.0:8044112.0:8210789.0:3200756.0:3245689.0:3200966.0:2855138.0:2170762.0,2023/02/24 19:32:11
9085474,St,De,normal,St,runs,191,RR Rw,De,field,T20,Te Cr As Cy Gd Tn,Taunton,2022-07-09,night match,Vy Bt,2022,1042,BJ Debenham,NA Mallender,265,5,120,74,10,70,9701,WF Sd:T Bn:RR Rw:TB Al:L Gy:TA Ly:BF Gn:RE vn dr Me:C On:JH Dy:PM Se,7694581.0:6139370.0:2231928.0:3239102.0:2535420.0:6320362.0:5288226.0:334963.0:3252395.0:2850868.0:55299.0,6698,HC Ce:LM Re:WL Mn:JL du Py:HR Ct:BD Gt:AL Hs:MH Mn:MJ Wt:BW An:GS Sw,7295028.0:2433640.0:325814.0:4170186.0:3901078.0:6718788.0:2872225.0:3991700.0:4613580.0:8056705.0:6005866.0,2023/02/24 19:32:11
9085481,Ye,Le,normal,Le,wickets,6,KK Js,Ye,bat,T20,En Bm,Birmingham,2022-07-16,day match,Vy Bt,2022,1161,DJ Millns,NA Mallender,204,7,120,208,4,116,10618,A Lh:DJ Mn:T Ke:HC Bk:Sb Kn:JA Tn:WR Fe:MJ We:ML Rs:DC Ds:DM Bs,1762060.0:1655436.0:3294444.0:6381962.0:6460614.0:5367676.0:6095508.0:5361166.0:8050160.0:6347256.0:4527942.0,8182,PD St:KK Js:SJ Ct:DJ Vs:TH Dd:LP Ws:DJ Lb:L Wd:TW Hy:RJ Gn:MW Pn,4685568.0:3085473.0:82228.0:1837205.0:6249256.0:2450895.0:4460070.0:4012203.0:8055417.0:3312350.0:4575878.0,2023/02/24 19:32:11
9086958,Na,Si La,normal,Na,runs,55,JN Fk,Si La,field,T20,GA Sm Sh Gg Va,Geelong,2022-10-16,day/night match,Si La tr of Aa,2022/23,3961,JS Wilson,RJ Tucker,163,7,120,108,10,116,209,M vn Ln:D la Ck:JN Ln:SJ Bd:MG Es:JN Fk:D We:JJ St:ZE Gn:BM Sz:B So,5836452.0:8246468.0:7500324.0:3065502.0:3633503.0:3377359.0:1547993.0:3876760.0:4176661.0:2311574.0:7488753.0,69,P Na:BG Ms:DM de Sa:MD Ga:PB Ra:MD Sa:PW Ha:C Ke:Pd Mn:PD Ca:M Ta,7200598.0:4403531.0:3260564.0:2420760.0:2398346.0:3061225.0:5490666.0:4365878.0:5786836.0:3865077.0:7968225.0,2023/02/24 19:32:11
9086979,Ze,Id,normal,Ze,runs,31,Sr Ra,Id,field,T20,Be Ol Ht,Hobart,2022-10-17,night match,Ze tr of Aa,2022/23,6348,CM Brown,HDPK Dharmasena,174,7,120,143,9,120,76,RW Ca:CR Ee:W Me:SC Ws:Sr Ra:M Sa:RP Bl:LM Je:TL Ca:R Na:B Mi,2056830.0:387897.0:6572726.0:391103.0:2097017.0:6662480.0:3471761.0:3788581.0:2979486.0:5643700.0:5789370.0,216,PR Sg:A Be:LJ Tr:HT Tr:C Cr:GH Dl:GJ Dy:MR Ar:Si Sh:BJ My:JB Le,2124002.0:2123974.0:6496412.0:6729862.0:4171460.0:2436251.0:7695666.0:3685100.0:7036812.0:2436426.0:6496482.0,2023/02/24 19:32:11
9086986,Na,Ns,normal,Ns,wickets,5,BW de Le,Na,bat,T20,GA Sm Sh Gg Va,Geelong,2022-10-18,day/night match,Ns tr of Aa,2022/23,3961,JS Wilson,RA Kettleborough,121,6,120,122,5,120,209,M vn Ln:D la Ck:SJ Bd:JN Ln:JN Fk:MG Es:D We:JJ St:ZE Gn:BM Sz:B So,5836452.0:8246468.0:3065502.0:7500324.0:3377359.0:3633503.0:1547993.0:3876760.0:4176661.0:2311574.0:7488753.0,118,MP Od:Vt Sh:BW de Le:TW Cr:CN An:SA Es:TG Pe:RE vn dr Me:T vn dr Gn:FJ Kn:PA vn Mn,4502392.0:8076382.0:7253350.0:1539208.0:2658431.0:7891232.0:8354849.0:334963.0:2336487.0:7732934.0:2436776.0,2023/02/24 19:32:11
9087007,Wt Is,Ze,normal,Wt Is,runs,31,AS Jh,Wt Is,bat,T20,Be Ol Ht,Hobart,2022-10-19,night match,Ze tr of Aa,2022/23,6348,Aleem Dar,P Wilson,153,7,120,122,10,115,41,KR Ms:J Cs:E Ls:N Pn:R Pl:SJ Bs:JO Hr:AJ Hn:OF Sh:AS Jh:OC My,2436405.0:2331475.0:3023320.0:4230127.0:5742470.0:1613898.0:2740408.0:3715697.0:5744850.0:4690230.0:6347494.0,76,W Me:RW Ca:T Ma:SC Ws:Sr Ra:M Sa:RP Bl:LM Je:R Na:TL Ca:B Mi,6572726.0:2056830.0:7859984.0:391103.0:2097017.0:6662480.0:3471761.0:3788581.0:5643700.0:2979486.0:5789370.0,2023/02/24 19:32:11
9087014,Si La,Ns,normal,Si La,runs,16,BG Ms,Si La,bat,T20,GA Sm Sh Gg Va,Geelong,2022-10-20,day/night match,Si La tr of Aa,2022/23,3961,JS Wilson,M Erasmus,162,6,120,146,9,120,69,P Na:BG Ms:DM de Sa:KC Aa:PB Ra:MD Sa:PW Ha:C Ke:M Ta:CS Ka:B Fo,7200598.0:4403531.0:3260564.0:5490582.0:2398346.0:3061225.0:5490666.0:4365878.0:7968225.0:5490638.0:4403573.0,118,MP Od:Vt Sh:BW de Le:CN An:TW Cr:SA Es:TG Pe:T vn dr Gn:FJ Kn:PA vn Mn:RE vn dr Me,4502392.0:8076382.0:7253350.0:2658431.0:1539208.0:7891232.0:8354849.0:2336487.0:7732934.0:2436776.0:334963.0,2023/02/24 19:32:11
9087021,Ud Ab Es,Na,normal,Ud Ab Es,runs,7,Wm Md,Ud Ab Es,bat,T20,GA Sm Sh Gg Va,Geelong,2022-10-20,night match,Ud Ab Es tr of Aa,2022/23,3961,RK Illingworth,RA Kettleborough,148,3,120,141,8,120,202,Md Wm:V Ad:CP Rn:A Su:Bl Hd:An Al Kn:Fd Nz:KP Mn:Ad Ra:Jd Se:Zr Kn,8688952.0:8250115.0:3323333.0:8127279.0:8463783.0:8688868.0:7882027.0:7412922.0:1718443.0:8426291.0:2691688.0,209,M vn Ln:SJ Bd:JN Ln:MG Es:JN Fk:JJ St:D We:ZE Gn:R Tn:BM Sz:B So,5836452.0:3065502.0:7500324.0:3633503.0:3377359.0:3876760.0:1547993.0:4176661.0:4888232.0:2311574.0:7488753.0,2023/02/24 19:32:11
9087028,Wt Is,Id,normal,Id,wickets,9,GJ Dy,Wt Is,bat,T20,Be Ol Ht,Hobart,2022-10-21,day/night match,Id tr of Aa,2022/23,6348,Ahsan Raza,CB Gaffaney,146,5,118,150,1,107,41,KR Ms:J Cs:E Ls:BA Kg:N Pn:R Pl:OF Sh:JO Hr:AJ Hn:AS Jh:OC My,2436405.0:2331475.0:3023320.0:4690258.0:4230127.0:5742470.0:5744850.0:2740408.0:3715697.0:4690230.0:6347494.0,216,PR Sg:A Be:LJ Tr:HT Tr:C Cr:GH Dl:GJ Dy:MR Ar:Si Sh:BJ My:JB Le,2124002.0:2123974.0:6496412.0:6729862.0:4171460.0:2436251.0:7695666.0:3685100.0:7036812.0:2436426.0:6496482.0,2023/02/24 19:32:11
9087035,Sd,Ze,normal,Ze,wickets,5,Sr Ra,Sd,bat,T20,Be Ol Ht,Hobart,2022-10-21,night match,Ze tr of Aa,2022/23,6348,MA Gough,Nitin Menon,132,6,120,133,5,113,223,HG My:MA Js:MH Cs:RD Bn:CS Md:MA Lk:CN Gs:JH Dy:MJ Wt:SM Sf:BJ Wl,4702648.0:7651650.0:2920889.0:178443.0:1627058.0:2904775.0:6112406.0:2850868.0:4613580.0:2904803.0:5652758.0,76,RW Ca:CR Ee:W Me:SC Ws:Sr Ra:M Sa:RP Bl:LM Je:R Na:TL Ca:B Mi,2056830.0:387897.0:6572726.0:391103.0:2097017.0:6662480.0:3471761.0:3788581.0:5643700.0:2979486.0:5789370.0,2023/02/24 19:32:11
9087042,Nw Zd,Aa,normal,Nw Zd,runs,89,DP Cy,Aa,field,T20,Sy Ct Gd,Sydney,2022-10-22,night match,Nw Zd tr of Aa,2022/23,937,AT Holdstock,HDPK Dharmasena,200,3,120,111,10,105,48,FH An:DP Cy:KS Wn:GD Ps:JS Nm:MS Cn:MJ Sr:IS Si:TG Se:LH Fn:TA Bt,6718326.0:2653993.0:1945355.0:5764576.0:2486896.0:3069954.0:3519011.0:3913475.0:1626561.0:3456424.0:1945397.0,27,DA Wr:AJ Fh:MR Mh:GJ Ml:MP Ss:TH Dd:MS We:PJ Cs:MA Sc:A Za:JR Hd,1539236.0:37351.0:1907163.0:2275195.0:2275097.0:6249256.0:1611364.0:3429236.0:2181157.0:2656541.0:2018001.0,2023/02/24 19:32:11
